ensg_id,gene_symbol,leiden-nt,leiden-esm3,mmidas-joint,nt-umap-0,nt-umap-1,aa-umap-0,aa-umap-1
ENSMUSG00000024052.18,Lpin2,8,13,1,10.689213,-1.9606969,6.5951686,1.4686323
ENSMUSG00000007030.9,Vwa7,8,17,0,10.857606,-1.0591102,6.113234,6.6987915
ENSMUSG00000099032.3,Tcf24,11,40,2,14.572366,-0.21619427,4.062104,-4.3642178
ENSMUSG00000036552.20,Ermard,5,6,1,10.395727,3.2734299,8.237036,0.4765145
ENSMUSG00000028271.10,Gtf2b,5,13,1,10.077448,3.5291421,6.0950093,3.8165364
ENSMUSG00000033316.15,Galnt9,11,17,0,14.619478,1.6777138,4.7324495,7.133287
ENSMUSG00000070871.11,Ccnyl1,5,6,1,9.972666,2.5252185,7.30214,1.0031356
ENSMUSG00000001768.17,Rin2,8,6,1,9.908713,-1.1481653,6.9745245,0.33798355
ENSMUSG00000042644.10,Itpr3,14,33,6,10.060488,-6.3524704,5.1307116,0.596889
ENSMUSG00000036918.17,Ttc7,7,29,14,13.175273,1.6573168,4.656465,2.8849618
ENSMUSG00000032841.16,Prr5l,11,6,-1,13.617128,-0.56552714,8.119163,-0.71969324
ENSMUSG00000026279.15,Thap4,11,12,1,14.487954,-0.23183039,6.765312,1.8511633
ENSMUSG00000032033.12,Barx2,11,40,7,12.849114,0.19201986,2.4807353,-3.6092284
ENSMUSG00000111611.2,Or13c7c,8,44,4,9.052443,-1.9225,-5.733223,5.6099596
ENSMUSG00000073079.7,Srp54a,8,21,15,12.119659,-1.3104733,5.6569734,5.6480746
ENSMUSG00000061898.11,Rbak,15,38,19,14.422696,-1.5152942,7.4449387,-7.5798135
ENSMUSG00000026166.15,Ccl20,5,30,11,9.167883,3.3576405,0.33848122,10.101653
ENSMUSG00000061877.14,BC048679,0,13,-1,5.1160674,4.4967656,7.7957644,2.2661586
ENSMUSG00000078716.11,Tmem8b,7,7,0,13.99409,3.3005476,5.311257,7.749962
ENSMUSG00000004709.15,Cd244a,8,5,10,9.14011,-0.79661554,5.4630036,11.523408
ENSMUSG00000040133.3,Gpr176,11,39,16,14.020897,-0.7935071,14.680223,1.6729677
ENSMUSG00000000058.7,Cav2,5,1,2,11.65174,3.0182257,11.3790045,-0.70025194
ENSMUSG00000023456.17,Tpi1,2,8,0,7.9533377,3.1204755,9.871786,8.841644
ENSMUSG00000020317.15,Spmap2,10,6,1,8.004378,-0.57580984,9.410731,-2.4784746
ENSMUSG00000031546.7,Gins4,5,29,1,9.114308,4.4518614,6.2955008,3.8255823
ENSMUSG00000072568.5,Lratd2,11,13,1,14.85255,-1.3100531,7.7197404,1.8203932
ENSMUSG00000021686.7,Ap3b1,14,33,14,11.292478,-3.4831054,3.4933555,1.8338578
ENSMUSG00000038044.9,Cct8l1,14,8,0,10.54702,-3.1357179,6.1832805,5.319086
ENSMUSG00000095273.2,Vmn1r142,0,46,17,4.035873,2.5235898,19.892004,5.935634
ENSMUSG00000028126.17,Pip5k1a,11,13,1,13.398581,-0.64539546,6.3712807,4.519496
ENSMUSG00000097328.8,Tnfsf12,2,7,-1,10.639879,0.48798016,4.413367,10.340154
ENSMUSG00000094533.2,Ighv11-1,0,14,18,3.0446484,5.784542,7.7853203,18.953108
ENSMUSG00000095362.8,Gm14325,15,38,20,8.34474,-0.24527939,9.525529,-8.274754
ENSMUSG00000026785.15,Pkn3,8,25,1,10.01248,-0.28691432,9.20989,4.6083055
ENSMUSG00000042203.9,Tbc1d22b,11,13,1,15.037798,-1.9768227,6.172378,4.175192
ENSMUSG00000084336.3,Or4x6,10,44,4,7.5820527,-2.3480034,-4.8984833,5.9375057
ENSMUSG00000028114.17,Mettl14,8,13,1,11.184238,0.7972993,7.197771,4.0307093
ENSMUSG00000063268.13,Parp10,8,13,1,9.409451,0.21528672,7.176492,2.7365677
ENSMUSG00000042408.14,Zmym6,11,13,1,14.488287,-1.6483244,7.1003065,3.010578
ENSMUSG00000033323.15,Ctdp1,14,13,1,11.395985,-2.7075694,6.756234,2.4617398
ENSMUSG00000004872.16,Pax3,8,40,7,11.856131,0.41972336,2.9678788,-3.6786225
ENSMUSG00000036019.9,Tmtc2,11,2,0,13.848652,0.996431,10.97798,4.8867297
ENSMUSG00000049470.14,Aff4,11,6,3,14.350788,0.32242838,7.2347155,-2.0071003
ENSMUSG00000002249.22,Tead3,7,13,1,13.361409,3.1147258,7.069659,2.102004
ENSMUSG00000052135.9,Foxo6,11,31,7,13.864337,1.67754,4.1562357,-1.7275946
ENSMUSG00000063171.7,Rps4l,2,29,-1,9.2845545,1.0121255,8.99916,6.2710295
ENSMUSG00000037259.16,Dzank1,11,13,1,14.176653,0.39104164,7.5129056,2.0439048
ENSMUSG00000052997.16,Uba2,7,8,0,13.210705,2.8599706,9.083695,7.019214
ENSMUSG00000030790.16,Adm,2,1,2,8.151335,2.2098017,10.577756,-1.4553854
ENSMUSG00000073791.14,Efcab7,5,6,1,10.328208,3.1683815,7.0428605,1.4641482
ENSMUSG00000037416.14,Dmxl1,11,43,6,13.313181,1.3581183,3.7252405,1.4879577
ENSMUSG00000048540.9,Nhlh2,8,40,-1,10.492378,0.7147017,3.8691437,-4.46104
ENSMUSG00000096554.2,Or4k38,0,44,4,4.9183464,4.1675706,-4.3024077,6.9227557
ENSMUSG00000003199.17,Mpnd,5,13,1,12.182419,2.2276137,6.8919325,2.228453
ENSMUSG00000025234.12,Arih1,11,12,1,15.694326,-0.92823607,8.494912,3.2304115
ENSMUSG00000075387.3,Or1j13,10,44,4,6.1850977,-1.1326367,-5.9395003,3.6664639
ENSMUSG00000028214.14,Gem,7,18,-1,13.031597,3.1625586,3.7284594,5.3818393
ENSMUSG00000093877.6,Or6z1,10,44,4,7.4303837,-2.2788422,-6.185816,5.4787207
ENSMUSG00000042148.9,Cox10,11,8,0,13.796629,-0.4892994,11.292602,4.4857726
ENSMUSG00000031938.16,4931406C07Rik,2,8,0,10.587146,2.3392959,6.953293,6.7935586
ENSMUSG00000021666.17,Gfm2,2,18,15,11.17302,0.9748918,6.4576077,6.3735056
ENSMUSG00000016624.16,Phf21b,11,12,3,13.19202,1.3382206,7.2591915,-0.07274328
ENSMUSG00000051223.15,Bzw1,11,33,1,13.133746,2.5657876,5.868003,2.1012726
ENSMUSG00000050953.11,Gja1,8,10,0,10.310557,0.62793547,13.924582,2.4739606
ENSMUSG00000059851.16,Kmt5c,11,12,1,14.960669,0.9165735,6.437413,-0.8545719
ENSMUSG00000090714.11,Zscan4d,5,28,3,9.081262,0.5754441,6.2318187,-4.0438156
ENSMUSG00000033955.14,Tnks1bp1,8,6,3,10.093089,-0.48398438,7.147562,-2.509779
ENSMUSG00000031828.10,Klhl36,5,26,12,10.733594,1.478343,11.234736,6.7057757
ENSMUSG00000031651.6,Triml1,5,12,1,8.759036,0.18105525,9.7424965,2.849684
ENSMUSG00000039474.14,Wfs1,14,2,-1,10.084389,-6.7270403,9.955495,0.7374805
ENSMUSG00000028228.6,Cpne3,11,9,-1,14.24719,1.7663927,6.8903637,7.4209476
ENSMUSG00000035151.13,Elmod2,11,1,-1,14.370235,0.287005,9.6235,-0.8240058
ENSMUSG00000015879.9,Fam184b,7,34,22,11.417579,1.2457559,8.026138,-4.821271
ENSMUSG00000108908.6,Or4f17-ps1,10,44,4,7.040309,-2.0210097,-4.748186,6.9641275
ENSMUSG00000041351.17,Rap1gap,8,6,1,9.413034,-0.74795395,8.762762,-0.37013733
ENSMUSG00000018263.12,Tbx5,3,31,1,13.289348,-2.9446623,14.3847275,6.4139237
ENSMUSG00000006299.14,Aamp,7,43,12,12.66142,2.3395672,1.5269214,2.6221368
ENSMUSG00000031904.6,Slc7a6,11,3,9,14.884527,1.1547362,13.570839,4.8816514
ENSMUSG00000029657.16,Hsph1,7,8,1,12.29169,1.6648475,7.752102,7.9454308
ENSMUSG00000032180.12,Tmed1,2,48,0,10.069684,1.4584982,11.740058,7.8069496
ENSMUSG00000043441.6,Gpr149,8,39,0,9.224332,-0.1007871,14.145692,1.530862
ENSMUSG00000035399.13,Oser1,2,6,1,7.1584377,3.1623094,9.021124,-2.6237915
ENSMUSG00000008730.18,Hipk1,7,25,3,13.6865,1.4295846,9.450148,3.612159
ENSMUSG00000026028.13,Trak2,11,34,3,14.024506,-0.254706,7.89602,-3.694079
ENSMUSG00000037126.17,Psd,2,23,-1,11.203243,0.27052218,6.333407,0.39339653
ENSMUSG00000022652.8,Morc1,14,13,1,9.972497,-8.696566,7.2947054,3.5619342
ENSMUSG00000032263.15,Bckdhb,5,8,0,9.994155,4.512475,9.474356,8.768968
ENSMUSG00000039539.14,Sgcz,2,5,0,9.057753,2.1732888,4.883495,9.065524
ENSMUSG00000096289.5,Or5b122,10,44,4,7.506153,0.93264586,-4.9205813,3.1108224
ENSMUSG00000001569.11,Nom1,11,33,1,15.305705,-1.836535,5.4110103,1.9954151
ENSMUSG00000026459.6,Myog,7,40,1,11.429848,3.6691558,3.9237628,-4.109966
ENSMUSG00000041754.6,Trem3,2,5,10,6.7571015,3.0360763,5.761424,12.172103
ENSMUSG00000022437.8,Samm50,11,7,0,15.248271,-1.8361882,6.730677,6.566726
ENSMUSG00000028865.15,Cd164l2,2,1,2,8.613706,2.592095,10.535429,0.6048875
ENSMUSG00000006457.5,Actn3,8,34,6,10.602194,-1.6963034,4.573926,2.5781307
ENSMUSG00000053390.17,Zfp952,15,38,-1,5.5583363,-1.8730292,7.6245856,-7.38844
ENSMUSG00000095797.10,Gm8246,13,34,23,9.419038,5.4653573,10.527741,-5.28479
ENSMUSG00000025066.11,Sfr1,11,6,1,13.94548,-1.7996962,8.578713,-2.2498715
ENSMUSG00000028654.14,Mycl,11,40,-1,14.754346,0.94186306,3.9881544,-3.87285
ENSMUSG00000071359.14,Tbpl1,11,29,0,14.029003,-0.10851156,7.4725327,5.2760625
ENSMUSG00000025226.12,Fbxl15,2,35,-1,8.176727,2.8313122,1.8974804,5.554763
ENSMUSG00000039246.9,Lyplal1,5,8,0,11.45278,3.4018455,8.460002,7.4775577
ENSMUSG00000121905.1,,0,37,2,4.826386,4.481447,3.4672523,3.626987
ENSMUSG00000024454.17,Hdac3,2,8,0,11.302075,1.4882525,9.510169,8.194963
ENSMUSG00000041594.19,Tmtc4,11,2,0,13.572554,1.4605483,11.067099,4.810063
ENSMUSG00000096700.2,Msantd5f4,2,31,7,6.394105,2.4418669,4.947447,-1.3060696
ENSMUSG00000027663.14,Zmat3,11,28,-1,15.245824,-0.8441643,5.9950066,-1.2966745
ENSMUSG00000072780.4,Vmn2r24,10,51,21,8.020627,7.8084373,14.013829,8.612474
ENSMUSG00000075297.11,H60b,5,5,2,10.202702,4.7482033,5.621149,10.829944
ENSMUSG00000054871.6,Tmem158,2,7,0,9.440346,2.2168915,8.736495,0.877332
ENSMUSG00000027564.6,Cypt12,0,6,2,6.5664434,6.1638184,9.701796,-2.4975753
ENSMUSG00000090273.4,Prr22,5,6,3,9.267192,3.309599,8.056372,-2.3354602
ENSMUSG00000100679.3,Gm28778,5,8,0,8.911707,3.9155374,8.088692,7.9176564
ENSMUSG00000040339.11,Eeig2,11,23,1,16.127342,-0.09494986,6.071318,0.08268818
ENSMUSG00000005371.16,Fbxo11,7,35,0,13.352201,2.1793838,2.3859005,6.182209
ENSMUSG00000041440.19,Gk5,5,8,0,12.232121,0.11827297,8.318522,8.073839
ENSMUSG00000091586.3,Cyp4f17,7,27,0,10.23051,0.9045428,8.159845,9.1402645
ENSMUSG00000021876.16,Rnase4,5,19,11,11.046581,0.8832812,6.6063757,10.783769
ENSMUSG00000042869.3,Or2p2,10,44,4,8.321364,-1.5650799,-5.36905,5.2555513
ENSMUSG00000020264.6,Slc36a2,8,3,9,10.050219,-0.60594225,12.845695,4.7450004
ENSMUSG00000073906.4,Or52w1,2,53,4,8.239857,2.450222,-8.611529,1.1955183
ENSMUSG00000095527.4,Or8b101,0,44,4,5.355911,3.0254352,-4.4538484,4.3410068
ENSMUSG00000000632.14,Sez6,14,11,5,10.959745,-3.793361,4.3147006,9.433471
ENSMUSG00000025995.17,Wdr75,2,43,12,8.693818,2.665572,2.2512498,2.2964818
ENSMUSG00000009292.19,Trpm2,7,13,-1,12.5683365,2.8851242,8.560632,3.7652273
ENSMUSG00000024974.11,Smc3,11,3,15,13.64418,-1.7254252,4.6840057,5.4984736
ENSMUSG00000023110.13,Prmt5,5,8,0,10.597739,3.1223402,8.427579,6.957691
ENSMUSG00000044576.7,Garem2,11,6,1,13.647037,1.1601226,7.1128526,-0.31513008
ENSMUSG00000035184.16,Fam124a,11,6,1,15.023155,0.84513646,7.435699,-0.2678545
ENSMUSG00000020642.14,Rnf144a,11,12,1,14.481359,1.5684768,8.474464,2.5028033
ENSMUSG00000032388.8,Spg21,11,8,0,14.542289,0.94970655,7.985745,5.8191056
ENSMUSG00000116376.3,Tmem249,0,2,0,7.022582,4.3728023,9.512991,1.1610161
ENSMUSG00000074704.10,Rad21l,2,6,1,7.9219327,2.8764954,8.484089,-1.3021051
ENSMUSG00000076536.5,Igkv4-86,0,0,18,4.8225427,5.8641677,4.5109377,17.055767
ENSMUSG00000044707.8,Ccnjl,5,13,1,12.454141,2.378072,5.998468,3.2809544
ENSMUSG00000030688.16,Stard10,5,13,-1,9.597271,2.3555598,7.2422433,3.6594605
ENSMUSG00000047515.9,BC049715,5,34,1,9.169525,3.9611728,9.16522,-1.6195751
ENSMUSG00000073928.6,Or52h9,2,53,4,7.8613486,0.9997502,-9.090131,0.57202566
ENSMUSG00000040113.15,Ntmt2,2,8,0,8.4741955,1.0758994,8.289641,5.7827883
ENSMUSG00000042510.8,AA986860,2,6,3,8.842344,0.59402704,7.4861107,-2.8797433
ENSMUSG00000020232.19,Hmg20b,8,29,1,11.731781,0.77121913,6.8779287,-0.3699969
ENSMUSG00000068739.14,Sars1,2,8,0,8.451853,2.3269193,8.777854,7.647484
ENSMUSG00000026307.13,Scly,5,8,0,10.074863,3.729722,8.685433,8.1944685
ENSMUSG00000047126.18,Cltc,11,43,-1,13.635986,-0.059504855,2.8393235,2.7100298
ENSMUSG00000037722.9,Gnpnat1,2,13,-1,7.93585,4.182102,8.4205065,5.3911734
ENSMUSG00000052217.7,Hbb-bh1,0,24,2,5.943216,3.0916216,10.580563,8.39827
ENSMUSG00000032307.17,Ube2q2,8,29,1,11.261841,-0.75906694,7.615985,3.8923028
ENSMUSG00000023073.3,Slc10a2,10,3,9,7.6431603,-2.4299405,12.673681,4.174974
ENSMUSG00000058470.11,Gm8369,2,2,2,7.3019958,2.7787414,11.970569,0.9500186
ENSMUSG00000040327.17,Cul9,14,33,6,10.151843,-7.168127,5.6012516,1.1591351
ENSMUSG00000034165.17,Ccnd3,2,13,1,10.071505,1.846292,5.8159075,3.4119058
ENSMUSG00000026417.14,Pigr,8,5,10,10.025509,-1.8271471,4.8463345,11.666358
ENSMUSG00000095550.3,Speer4a3,17,34,23,7.9792223,0.91786164,9.192824,-4.0254655
ENSMUSG00000020184.16,Mdm2,11,12,1,13.791482,-0.13077234,7.4279737,1.2763989
ENSMUSG00000068341.9,Reg3d,0,49,-1,5.276742,4.0998564,3.0564573,11.210272
ENSMUSG00000079550.10,Mpp4,5,23,1,9.9302225,2.389778,7.3586936,3.998194
ENSMUSG00000029999.15,Tgfa,5,1,2,13.463014,2.025674,10.608546,0.94255126
ENSMUSG00000094315.3,Igkv4-78,0,0,18,3.773086,6.2948523,4.529622,17.152405
ENSMUSG00000024421.17,Lama3,14,11,5,10.017944,-7.431793,3.7642121,9.427178
ENSMUSG00000035790.16,Cep19,5,1,2,10.687312,3.2517114,10.237942,-1.2744424
ENSMUSG00000062278.3,Krtap2-20,2,42,24,6.9110794,2.3735209,13.630968,-2.6745298
ENSMUSG00000019756.11,Prl8a1,0,50,2,6.7775707,3.7132137,2.9162748,-0.07432232
ENSMUSG00000046474.10,Krtap4-16,2,42,24,7.835175,1.0920398,14.860327,-2.5019138
ENSMUSG00000053581.14,Zfand2a,11,12,2,14.534488,-2.102604,8.639522,2.6844199
ENSMUSG00000049672.16,Zbtb14,11,28,3,15.606398,1.7140749,5.6864305,-3.6641312
ENSMUSG00000024164.16,C3,14,7,5,10.572652,-3.0891128,5.772218,7.3390784
ENSMUSG00000063681.15,Crb1,8,11,5,9.096022,-1.8207579,3.6848872,9.72678
ENSMUSG00000024116.7,Prss21,5,19,0,8.775781,4.837133,3.548852,7.863633
ENSMUSG00000096656.7,Trav12-2,0,15,7,6.6186476,5.9551973,7.8643703,16.117067
ENSMUSG00000033740.18,St18,8,28,3,9.918307,-0.57743317,6.3662395,-1.7947854
ENSMUSG00000029538.15,Srsf9,5,36,13,12.512132,2.3161032,10.171554,1.7138649
ENSMUSG00000050234.8,Gja4,2,10,0,11.417495,0.9124814,13.935637,2.4663603
ENSMUSG00000036712.17,Cyld,11,9,1,13.915073,0.49024338,6.5553613,3.6945643
ENSMUSG00000038583.14,Pln,5,1,2,9.711842,3.515605,11.819412,-1.6128724
ENSMUSG00000025747.13,Tyms,7,1,2,12.823486,4.2465115,12.0162115,-3.4225721
ENSMUSG00000075140.5,Or5d18,14,44,4,9.685067,-4.200322,-4.566613,4.236593
ENSMUSG00000021198.17,Unc79,7,33,6,12.299433,4.7280307,5.181437,-0.15027355
ENSMUSG00000058706.6,0610030E20Rik,7,6,2,14.43236,3.0003965,8.123651,-0.1067167
ENSMUSG00000073421.7,H2-Ab1,8,5,10,9.716781,-0.19174327,5.3836503,14.275883
ENSMUSG00000049036.8,Tmem121,2,2,0,11.24418,0.37142763,11.290885,0.60957116
ENSMUSG00000114635.2,Gm49392,2,7,2,7.154277,1.4418538,6.222696,5.6447854
ENSMUSG00000110573.2,Gm5485,0,1,2,5.3379803,4.811778,10.871734,-1.856303
ENSMUSG00000019494.15,Cops6,11,9,1,13.936904,0.09793207,6.8012757,4.607463
ENSMUSG00000110221.2,Gm36210,0,6,2,5.6273527,3.7537541,9.101205,-2.8771033
ENSMUSG00000043460.8,Elfn2,14,35,0,9.93817,-6.015855,2.6904564,5.4280705
ENSMUSG00000067656.14,Slc22a27,5,3,9,8.2798395,3.2789838,13.892082,4.8008733
ENSMUSG00000030157.6,Clec2d,2,49,-1,8.024353,1.5640496,2.3556483,11.558635
ENSMUSG00000047875.7,Gpr157,5,39,16,13.593762,0.46941137,15.477972,1.6924641
ENSMUSG00000029867.6,Llcfc1,5,1,2,7.757639,4.212194,10.796269,-1.6375961
ENSMUSG00000063764.3,Or5p80,10,44,4,5.140429,0.7851715,-4.8279724,4.0642643
ENSMUSG00000021485.15,Mxd3,5,40,-1,9.205509,3.4055183,3.9186347,-4.054856
ENSMUSG00000050555.10,Hyls1,2,6,1,10.04037,2.5223947,9.121054,-2.2213554
ENSMUSG00000000782.17,Tcf7,11,40,3,15.65265,0.50222015,4.4368978,-2.7910206
ENSMUSG00000044988.8,Ucn3,2,1,2,7.509234,3.8649125,10.570132,-1.7649055
ENSMUSG00000026775.10,Yme1l1,8,21,15,10.748225,0.022769986,6.0108614,5.6168365
ENSMUSG00000034266.7,Batf,0,40,-1,7.163449,4.587023,3.1653116,-2.705543
ENSMUSG00000028386.2,Slc46a2,8,3,9,10.457349,-1.0515126,13.331505,3.8004878
ENSMUSG00000075610.10,Tmem92,5,1,2,8.405124,4.609351,10.778505,0.18066342
ENSMUSG00000051864.11,Tbc1d22a,11,13,1,12.71825,0.67887527,6.146507,3.6890538
ENSMUSG00000073555.2,Iigp1c,8,18,1,10.517893,-0.47276533,5.0285087,4.7947598
ENSMUSG00000006576.17,Slc4a3,11,3,1,14.353588,-0.42677328,11.844463,4.66932
ENSMUSG00000003812.14,Dnase2a,2,8,0,9.562513,2.479046,6.8272786,7.1912184
ENSMUSG00000090165.9,Ugt1a10,2,17,0,8.522843,1.6016667,10.710143,6.9910235
ENSMUSG00000038387.10,Rras,2,18,-1,8.075358,1.3173592,3.5455928,6.39753
ENSMUSG00000036872.17,Abcc12,7,3,0,11.639488,1.9803896,4.728876,5.9732513
ENSMUSG00000019804.13,Snx3,11,23,-1,12.139035,0.45268536,5.11273,2.122898
ENSMUSG00000079324.12,4932414N04Rik,10,34,-1,7.8405848,-1.1238365,8.163486,-3.0611486
ENSMUSG00000054594.14,Oscar,8,5,10,9.028275,0.17645012,4.9083443,12.701361
ENSMUSG00000036087.19,Slain2,11,6,3,15.440029,-1.3052716,7.7178426,-2.2557375
ENSMUSG00000074282.11,Zfp94,8,38,19,10.719995,-0.4994492,6.951345,-7.533461
ENSMUSG00000029462.19,Vps29,5,8,0,8.707218,5.315485,7.8655143,7.209499
ENSMUSG00000027162.8,Lin7c,7,23,1,12.68393,4.446478,7.556571,2.5916858
ENSMUSG00000070459.7,Or5ae1,10,44,4,6.153366,-0.9221302,-4.91362,4.403566
ENSMUSG00000042350.14,Arel1,11,23,-1,12.497573,1.13178,6.825011,4.553601
ENSMUSG00000049926.6,Or8b54,10,44,4,7.531277,-1.3302008,-4.9045944,2.8021855
ENSMUSG00000023473.14,Celsr3,14,22,25,9.620054,-8.138787,10.864576,14.749054
ENSMUSG00000024922.3,Ovol1,11,28,3,12.499949,0.80422014,5.665653,-3.7442138
ENSMUSG00000035027.19,Map2k2,11,25,8,14.643407,-1.8271879,9.9976425,6.078865
ENSMUSG00000056270.4,Prr9,0,42,2,6.6855893,4.0161867,12.898503,-2.2727616
ENSMUSG00000010841.14,Cfap97d1,0,1,2,4.9287305,5.3135495,10.8470955,-1.8884233
ENSMUSG00000073002.10,Vamp5,5,29,2,9.730987,4.901433,3.7020633,2.64984
ENSMUSG00000078599.10,Skint8,5,5,10,7.6812267,4.368775,5.4333086,11.900013
ENSMUSG00000028460.7,Sit1,0,1,-1,6.187732,3.1153886,10.528992,-0.023623988
ENSMUSG00000078808.6,Vmn1r58,14,46,17,9.715093,-5.318499,20.229992,5.2567344
ENSMUSG00000056124.6,B4galt6,11,17,0,15.14947,0.28450736,5.192025,6.9602213
ENSMUSG00000075701.11,Selenos,5,1,2,10.235875,3.8156662,10.365776,-0.81523746
ENSMUSG00000026083.13,Eif5b,11,18,13,13.171949,0.3455291,5.990928,5.7077546
ENSMUSG00000020869.9,Lrrc59,11,35,1,15.690922,-1.373759,1.8735269,5.6988063
ENSMUSG00000026411.18,Tmem9,8,1,-1,10.307414,-0.54763734,10.890963,-0.01976248
ENSMUSG00000034789.9,Rab24,5,18,8,9.700201,3.8931692,3.703889,6.170368
ENSMUSG00000026819.16,Slc25a25,14,2,0,9.87421,-8.985298,1.0591526,0.7039012
ENSMUSG00000034109.17,Golim4,8,34,22,12.251049,0.50524914,8.20003,-4.298399
ENSMUSG00000095957.3,Or7g19,10,44,4,7.3840923,6.691511,-4.663812,4.556406
ENSMUSG00000051879.5,Krt71,14,54,22,10.598647,-3.7918143,12.094426,-6.8322334
ENSMUSG00000061808.5,Ttr,5,8,2,8.074928,4.551903,9.53093,8.28976
ENSMUSG00000026490.19,Cdc42bpa,7,25,1,12.844036,4.366934,8.598734,3.7783315
ENSMUSG00000047719.3,Ubiad1,11,2,0,14.699786,-0.79834884,11.684056,4.0563774
ENSMUSG00000035311.17,Gnptab,11,17,0,14.568994,1.6354574,5.6553855,6.468437
ENSMUSG00000032323.14,Cyp11a1,2,27,0,8.661462,0.18991126,8.050525,7.8186226
ENSMUSG00000023452.20,Pisd,5,8,0,12.080037,1.2295486,7.9662957,6.223599
ENSMUSG00000045236.6,Krtap5-4,0,42,24,6.271858,2.594894,15.960339,-2.6824193
ENSMUSG00000056004.17,Elapor2,11,7,5,12.778372,1.2543397,4.7125635,8.842935
ENSMUSG00000042275.10,Pelo,5,29,1,10.970307,2.2959533,7.504439,5.4013605
ENSMUSG00000073574.5,Grxcr2,7,6,-1,11.319197,4.0681715,9.143282,-1.1474928
ENSMUSG00000050211.15,Pla2g4e,8,26,1,10.7420635,1.2998071,6.985513,6.34262
ENSMUSG00000045528.2,Or8c13,0,44,4,5.591149,3.3702118,-4.800275,6.247197
ENSMUSG00000062165.4,Vmn1r232,2,46,17,7.4772997,1.4636927,19.543507,4.900336
ENSMUSG00000020669.16,Sh3yl1,2,13,1,10.311784,2.7452664,7.512206,4.5184593
ENSMUSG00000037638.6,Zbtb42,11,28,-1,15.398464,0.29065263,5.5533233,-3.6471305
ENSMUSG00000067543.9,Prb1a,8,6,3,11.012715,-0.8212011,8.719585,-2.183805
ENSMUSG00000042328.14,Hps4,11,6,1,13.227827,0.41471136,7.317629,0.6394122
ENSMUSG00000042851.18,Zc3h6,11,36,3,14.416668,-0.22865428,7.106298,-0.53741217
ENSMUSG00000034006.18,Slc66a2,5,2,0,12.768472,1.9345943,12.177475,3.6747582
ENSMUSG00000008658.18,Rbfox1,5,36,13,10.937917,2.6711326,9.358881,1.178384
ENSMUSG00000058897.19,Col25a1,8,49,-1,9.847179,0.2616111,3.127952,12.265202
ENSMUSG00000027075.17,Slc43a1,5,3,9,11.427885,1.3378178,13.319271,3.7696126
ENSMUSG00000024578.4,Il17b,0,11,2,7.141434,5.2918615,6.8870096,11.906654
ENSMUSG00000035203.17,Epn1,7,23,3,11.816001,4.518311,5.053535,1.601925
ENSMUSG00000057447.3,Or4c11c,10,44,4,6.9139824,-1.2977239,-4.1735373,6.781479
ENSMUSG00000026385.17,Dbi,0,24,2,5.66701,6.336834,6.448691,4.637248
ENSMUSG00000020241.14,Col6a2,8,5,-1,10.25211,-1.6341845,4.1167755,10.499449
ENSMUSG00000048379.10,Socs4,11,23,1,15.114846,0.95379514,6.1663513,0.8100671
ENSMUSG00000022453.9,Naga,2,8,0,10.717199,0.9120072,7.8015957,8.998059
ENSMUSG00000028860.14,Sytl1,2,23,1,9.411333,0.44831204,5.1317067,0.6744368
ENSMUSG00000063447.8,Ube2d2b,5,8,-1,10.594909,2.7031674,10.083683,8.116866
ENSMUSG00000032238.18,Rora,7,24,1,13.153829,3.75978,11.647211,8.982288
ENSMUSG00000038274.14,Fau,0,29,2,5.534872,4.0012603,8.654009,5.506309
ENSMUSG00000071519.7,Prss3,0,8,0,6.08702,3.661612,9.775273,9.629736
ENSMUSG00000040972.9,Igsf21,14,5,0,10.451955,-6.929307,5.0415354,11.312779
ENSMUSG00000062705.8,Tpbpb,5,1,2,8.4504175,4.672347,10.548931,-0.92624307
ENSMUSG00000045004.4,Spata21,5,6,3,9.387215,2.9578452,7.6172676,-1.655604
ENSMUSG00000067365.12,Tmem128,2,2,2,7.9083114,1.5711168,11.748635,0.49598637
ENSMUSG00000086338.3,Or8h6,10,44,4,7.0919194,-2.557146,-4.4586024,3.1062062
ENSMUSG00000014763.9,Fam120b,8,13,-1,12.071696,-1.4103723,6.8623505,3.8214462
ENSMUSG00000079547.5,H2-DMb1,2,5,-1,7.316219,2.021034,5.3506074,12.690062
ENSMUSG00000027375.15,Mal,2,2,-1,9.121004,1.5129232,12.176618,2.4637365
ENSMUSG00000052581.14,Lrrtm4,14,35,0,9.688991,-8.751804,2.1737847,5.9770694
ENSMUSG00000027088.11,Phospho2,10,8,0,7.9805794,-1.4508468,8.187456,6.7810407
ENSMUSG00000019988.8,Nedd1,7,43,12,13.157419,2.2082121,2.2426448,2.0355248
ENSMUSG00000046150.4,Or8b3b,0,44,4,5.92336,3.7942102,-4.586892,4.196266
ENSMUSG00000021917.17,Spcs1,5,2,2,8.901395,4.7050624,10.6412945,1.9155728
ENSMUSG00000022840.10,Adcy5,11,3,0,15.181956,1.1368916,1.1240748,11.974745
ENSMUSG00000056305.5,Usp39,14,9,1,10.081315,-8.251778,6.780683,5.9723496
ENSMUSG00000044134.10,Pheta1,8,23,1,12.142445,-0.3978137,6.356794,0.9040077
ENSMUSG00000008373.17,Prpf31,2,29,1,10.438722,1.3437086,6.9299755,4.430084
